"Seadu-sereanr";"NA";"Liik";"Konto";"Objektikood";"COFOG";"NA";"2016.ariigieelarveseadus";"NA";"NA";"NA"
"12";NA;NA;"38";NA;NA;"Muud tulud";"128 637 973";NA;NA;NA
"13";NA;NA;"381";NA;NA;"Tulud varude ja põhivara müügist";"3 458 150";NA;NA;NA
"14";NA;NA;"382";NA;NA;"Muud tulud varadelt";"9 000 000";NA;NA;NA
"15";NA;NA;"383";NA;NA;"Trahvid ja muud varalised karistused";"2 122 512";NA;NA;NA
"16";NA;NA;"388";NA;NA;"Muud eespool nimetamata tulud";"114 057 311";NA;NA;NA
"17";NA;NA;"655";NA;NA;"Finantstulud";"90 190 628";NA;NA;NA
"18";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"43 474 062";NA;NA;NA
"19";NA;"Konsolideerimisgrupi tulud";NA;NA;NA;NA;"44 846 365";NA;NA;NA
"20";NA;NA;NA;NA;NA;"KULUD JA INVESTEERINGUD KOKKU";"-4 836 678 100";NA;NA;NA
"21";NA;NA;NA;NA;1;"Üldised valitsussektori teenused";"-1 369 860 030";NA;NA;NA
"22";NA;NA;NA;NA;3;"Avalik kord ja julgeolek";"-15 341 895";NA;NA;NA
"23";NA;NA;NA;NA;4;"Majandus";"-296 841 072";NA;NA;NA
"24";NA;NA;NA;NA;5;"Keskkonnakaitse";"-70 944 014";NA;NA;NA
"25";NA;NA;NA;NA;7;"Tervishoid";"-997 572 131";NA;NA;NA
"26";NA;NA;NA;NA;8;"Vabaaeg, kultuur ja religioon";"-34 339 183";NA;NA;NA
"27";NA;NA;NA;NA;9;"Haridus";"-99 737 198";NA;NA;NA
"28";NA;NA;NA;NA;10;"Sotsiaalne kaitse";"-1 880 889 828";NA;NA;NA
"29";NA;"KULUD KOKKU";NA;NA;NA;NA;"-4 807 523 972";NA;NA;NA
"30";NA;NA;NA;NA;NA;"Tegevuskulud";"-4 800 298 346";NA;NA;NA
"31";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-826 512 171";NA;NA;NA
"32";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-112 080 895";NA;NA;NA
"33";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-3 861 299 280";NA;NA;NA
"34";NA;NA;"TK";NA;NA;"Määratlemata majandusliku sisuga tegevuskulud";"-406 000";NA;NA;NA
"35";NA;NA;"650";NA;NA;"Finantskulud";"-7 159 814";NA;NA;NA
"36";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-65 812";NA;NA;NA
"37";NA;"Konsolideerimisgrupi kulud";NA;NA;NA;NA;"-2 794 568 330";NA;NA;NA
"38";NA;"INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-29 154 128";NA;NA;NA
"39";NA;"FINANTSEERIMISTEHINGUD KOKKU";NA;NA;NA;NA;"121 608 482";NA;NA;NA
"40";NA;"Välistoetuste riiklik kaasfinantseering";NA;NA;NA;NA;"-1 372 303";NA;NA;NA
"41";"PiirmääradjaarvestuslikudvahendidTULUD";NA;NA;NA;NA;NA;"3 872 567 267";NA;NA;NA
"42";NA;NA;"3";NA;NA;"Tegevustulud";"3 782 376 639";NA;NA;NA
"43";NA;NA;"30";NA;NA;"Maksud ja sotsiaalkindlustusmaksed";"3 687 619 820";NA;NA;NA
"44";NA;"10";"30";NA;NA;"Tulumaks";"718 424 820";NA;NA;NA
"45";NA;"10";"30";NA;NA;"Raskeveokimaks";"4 600 000";NA;NA;NA
"46";NA;"10";"30";NA;NA;"Käibemaks";"2 012 700 000";NA;NA;NA
"47";NA;"10";"30";NA;NA;"Aktsiisid";"943 195 000";NA;NA;NA
"48";NA;"10";"30";NA;NA;"Tollimaks";"8 700 000";NA;NA;NA
"49";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"15 404 846";NA;NA;NA
"50";NA;"10";"320";NA;NA;"Riigilõivud";"14 541 227";NA;NA;NA
"51";NA;"10";"323";NA;NA;"Muu kaupade ja teenuste müük";"863 619";NA;NA;NA
"52";NA;NA;"38";NA;NA;"Muud tulud";"79 351 973";NA;NA;NA
"53";NA;"10";"381";NA;NA;"Tulud varude ja põhivara müügist";"3 458 150";NA;NA;NA
"54";NA;"10";"382";NA;NA;"Muud tulud varadelt";"9 000 000";NA;NA;NA
"55";NA;"10";"383";NA;NA;"Trahvid ja muud varalised karistused";"2 122 512";NA;NA;NA
"56";NA;"10";"388";NA;NA;"Muud eespool nimetamata tulud";"9 127 311";NA;NA;NA
"57";NA;"10";"388";NA;NA;"Keskkonnatasud";"55 644 000";NA;NA;NA
"58";NA;NA;"655";NA;NA;"Finantstulud";"90 190 628";NA;NA;NA
"59";NA;"10";"655";NA;NA;"Finantstulud";"90 190 628";NA;NA;NA
"60";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-414 284 638";NA;NA;NA
"61";NA;"KULUD";NA;NA;NA;NA;"-386 246 560";NA;NA;NA
"62";NA;NA;NA;NA;NA;"Tegevuskulud";"-379 020 934";NA;NA;NA
"63";NA;"20";NA;"TK090001";1;"Maakondliku arendustegevuse toetus";"-406 000";NA;NA;NA
"64";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-289 574 466";NA;NA;NA
"65";NA;"10";"41";"SE000030";10;"Sotsiaaltoetused";"-1 310 000";NA;NA;NA
"66";NA;"20";"41";NA;1;"Sotsiaaltoetused";"-40 000";NA;NA;NA
"67";NA;"10";"45";"SE000001";1;"Õppelaenude tagasimaksmisega seotud kulud";"-860 000";NA;NA;NA
"68";NA;"10";"45";"SE000001";10;"Õppelaenude tagasimaksmisega seotud kulud";"-740 000";NA;NA;NA
"69";NA;"20";"45";NA;1;"Antud sihtotstarbelised toetused";"-6 287 359";NA;NA;NA
"70";NA;"30";"45";NA;1;"Antud sihtotstarbelised toetused";"-145 000";NA;NA;NA
"71";NA;"20";"45";"SE000099";1;"Täiendav eraldis";"-176 000";NA;NA;NA
"72";NA;"20";"45";"SE000099";8;"Täiendav eraldis";"-215 500";NA;NA;NA
"73";NA;"20";"45";"SE000099";10;"Täiendav eraldis";"-3 000";NA;NA;NA
"74";NA;"30";"45";"IN000099";1;"Täiendav eraldis";"-502 500";NA;NA;NA
"75";NA;"30";"45";"IN000099";7;"Täiendav eraldis";"-8 000";NA;NA;NA
"76";NA;"30";"45";"IN000099";8;"Täiendav eraldis";"-868 000";NA;NA;NA
"77";NA;"30";"45";"IN000099";9;"Täiendav eraldis";"-6 400";NA;NA;NA
"78";NA;"30";"45";"IN000099";10;"Täiendav eraldis";"-125 000";NA;NA;NA
"79";NA;"31";"45";NA;NA;"Välistoetuste riiklik kaasfinantseering";"-71 152 749";NA;NA;NA
"80";NA;"10";"45";"SE000008";1;"Euroopa Liit";"-201 994 631";NA;NA;NA
"81";NA;"20";"45";"SE000003";1;"Liikmemaksud";"-5 126 552";NA;NA;NA
"82";NA;"20";"45";"SE000003";4;"Liikmemaksud";"-13 775";NA;NA;NA
"83";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-88 832 188";NA;NA;NA
"84";NA;"10";"5";"SE000001";1;"Õppelaenude tagasimaksmisega seotud kulud";"-35 000";NA;NA;NA
"85";NA;"10";"5";"SE000005";1;"Riigikassaarveldustekorraldamineningriigifinantsvaradeja-kohustustehaldamine";"-690 000";NA;NA;NA
"86";NA;"10";"5";"SE000006";1;"Reformimata maade maamaksukulud";"-4 000 000";NA;NA;NA
"87";NA;"10";"5";"SE000007";1;"Maksumärgid";"-749 200";NA;NA;NA
"88";NA;"20";"5";NA;1;"70000272. Rahandusministeerium";"-11 091 354";NA;NA;NA
"89";NA;"20";"5";NA;1;"70000349.Maksu- ja Tolliamet";"-37 724 959";NA;NA;NA
"90";NA;"20";"5";NA;1;"70000332. Statistikaamet";"-5 392 899";NA;NA;NA
"91";NA;"20";"5";NA;1;"Maavalitsused";"-10 211 396";NA;NA;NA
"92";NA;"20";"5";NA;1;"70007340. Riigi Tugiteenuste Keskus";"-3 834 569";NA;NA;NA
"93";NA;"20";"5";NA;1;"70009244. Rahandusministeeriumi Infotehnoloogiakeskus";"-6 378 635";NA;NA;NA
"94";NA;"20";"5";"SE000028";1;"Vahendid Riigi Kinnisvara ASile";"-7 755 014";NA;NA;NA
"95";NA;"20";"5";"SE000033";1;"Vahendid EL Nõukogu eesistumiseks";"-106 355";NA;NA;NA
"96";NA;"30";"5";"SE000004";1;"Rahvaloendus";"-862 807";NA;NA;NA
"97";NA;"20";"60";NA;1;"Muud tegevuskulud";"-208 280";NA;NA;NA
"98";NA;NA;"650";NA;NA;"Finantskulud";"-7 159 814";NA;NA;NA
"99";NA;"10";"650";"SE090001";1;"Finantskulud";"-6 912 094";NA;NA;NA
"100";NA;"20";"650";NA;1;"Finantskulud";"-33 286";NA;NA;NA
"101";NA;"20";"650";"SE000028";1;"Vahendid Riigi Kinnisvara ASile";"-214 434";NA;NA;NA
"102";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-65 812";NA;NA;NA
"103";NA;"20";"71";"TP100001";1;"Siire Maa-Ametile kohanimeregistri pidamiseks";"-63 912";NA;NA;NA
"104";NA;"20";"71";"TP015001";1;"Stipendiumid (Maksu- ja Tolliamet) - Siseministeeriumile";"-1 900";NA;NA;NA
"105";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-28 038 078";NA;NA;NA
"106";NA;"30";NA;"IN090000";1;"Investeeringud";"-28 038 078";NA;NA;NA
"107";"TuludjatuludestsõltuvadkuludTULUD";NA;NA;NA;NA;NA;"561 302 462";NA;NA;NA
"108";NA;NA;"3";NA;NA;"Tegevustulud";"517 828 400";NA;NA;NA
"109";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"249 875";NA;NA;NA
"110";NA;"40";"322";NA;NA;"Tulu majandustegevusest";"249 875";NA;NA;NA
"111";NA;NA;"35";NA;NA;"Saadud toetused";"517 578 525";NA;NA;NA
"112";NA;"40";"358";"TP014001";NA;"Saadud kodumaised toetused";"1 372 303";NA;NA;NA
"113";NA;"40";"359";"VT000001";NA;"Saadud välistoetused (2014+ perioodi struktuuritoetused)";"497 319 287";NA;NA;NA
"114";NA;"40";"359";"VT000005";NA;"Saadud välistoetused (Norra ja EMP finantsinstrument)";"9 669 365";NA;NA;NA
"115";NA;"40";"359";"VT000006";NA;"Saadud välistoetused (Ðveitsi-Eesti koostööprogramm)";"964 168";NA;NA;NA
"116";NA;"40";"359";"VT000099";NA;"Saadud muud välistoetused";"8 253 402";NA;NA;NA
"117";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"43 474 062";NA;NA;NA
"118";NA;"40";"70";"TP012001";NA;"Maantee-,vee-jaõhutranspordikorraldamiseks-Majandus-ja
Kommunikatsiooniministeeriumilt";"26 169 985";NA;NA;NA
"119";NA;"40";"70";"TP015001";NA;"Rahvastikuregistri toiminguteks - Siseministeeriumilt";"815 806";NA;NA;NA
"120";NA;"40";"70";"TP016001";NA;"Sotsiaalse kaitse kulud - Sotsiaalministeeriumilt";"16 100 571";NA;NA;NA
"121";NA;"40";"70";"TP016001";NA;"Ennetustegevused ja teenused - Sotsiaalministeeriumilt";"387 700";NA;NA;NA
"122";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-561 302 462";NA;NA;NA
"123";NA;"KULUD";NA;NA;NA;NA;"-560 186 412";NA;NA;NA
"124";NA;NA;NA;NA;NA;"Tegevuskulud";"-560 186 412";NA;NA;NA
"125";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-536 937 705";NA;NA;NA
"126";NA;"40";"450";NA;1;"Antud sihtotstarbelised toetused";"-51 123 020";NA;NA;NA
"127";NA;NA;NA;NA;NA;"Riigikantselei haldusala";"-1 679 910";NA;NA;NA
"128";NA;"40";"45";"TP006001";1;"2014+ perioodi struktuuritoetused";"-1 679 910";NA;NA;NA
"129";NA;NA;NA;NA;0;"Haridus- ja Teadusministeeriumi valitsemisala";"-99 730 798";NA;NA;NA
"130";NA;"40";"45";"TP007001";9;"2014+ perioodi struktuuritoetused";"-99 730 798";NA;NA;NA
"131";NA;NA;NA;NA;NA;"Keskkonnaministeeriumi valitsemisala";"-21 408 014";NA;NA;NA
"132";NA;"40";"45";"TP010001";5;"2014+ perioodi struktuuritoetused";"-19 970 000";NA;NA;NA
"133";NA;"40";"45";"TP010001";5;"Norra ja EMP finantsinstrument";"-1 432 608";NA;NA;NA
"134";NA;"40";"45";"TP010001";5;"Ðveitsi-Eesti koostööprogramm";"-5 406";NA;NA;NA
"135";NA;NA;NA;NA;NA;"Majandus- ja Kommunikatsiooniministeeriumi valitsemisala";"-296 156 406";NA;NA;NA
"136";NA;"40";"45";"TP012001";4;"2014+ perioodi struktuuritoetused";"-293 645 358";NA;NA;NA
"137";NA;"40";"45";"TP012001";4;"Norra ja EMP finantsinstrument";"-1 562 286";NA;NA;NA
"138";NA;"40";"45";"TP012001";4;"Ðveitsi-Eesti koostööprogramm";"-948 762";NA;NA;NA
"139";NA;NA;NA;NA;NA;"Siseministeeriumi valitsemisala (julgeolek)";"-15 341 895";NA;NA;NA
"140";NA;"40";"45";"TP015001";3;"2007 - 2013 ja 2014+ perioodi struktuuritoetused";"-15 341 895";NA;NA;NA
"141";NA;NA;NA;NA;0;"Sotsiaalministeeriumi valitsemisala";"-51 090 846";NA;NA;NA
"142";NA;"40";"45";"TP016001";10;"2014+ perioodi struktuuritoetused";"-44 516 375";NA;NA;NA
"143";NA;"40";"45";"TP016001";10;"Norra ja EMP finantsinstrument";"-6 574 471";NA;NA;NA
"144";NA;"40";"45";NA;1;"Välistoetuste riiklik kaasfinantseering";"-406 816";NA;NA;NA
"145";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-23 248 707";NA;NA;NA
"146";NA;"40";"5";NA;1;"70000272. Rahandusministeerium";"-5 810 579";NA;NA;NA
"147";NA;"40";"5";NA;1;"70000349.Maksu- ja Tolliamet";"-415 800";NA;NA;NA
"148";NA;"40";"5";NA;1;"70000332. Statistikaamet";"-689 200";NA;NA;NA
"149";NA;"40";"5";"SE000004";1;"Toetus registripõhiseks rahvaloenduseks";"-647 870";NA;NA;NA
"150";NA;"40";"5";NA;1;"Maavalitsused";"-966 984";NA;NA;NA
"151";NA;"40";"5";NA;4;"Maavalitsused";"-670 891";NA;NA;NA
"152";NA;"40";"5";NA;7;"Maavalitsused";"-387 700";NA;NA;NA
"153";NA;"40";"5";NA;10;"Maavalitsused";"-12 811 196";NA;NA;NA
"154";NA;"40";"5";NA;1;"Välistoetuste riiklik kaasfinantseering";"-848 487";NA;NA;NA
"155";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-1 116 050";NA;NA;NA
"156";NA;"40";NA;"IN090000";1;"Investeeringud";"-999 050";NA;NA;NA
"157";NA;"40";NA;"IN090000";1;"Välistoetuste riiklik kaasfinantseering";"-117 000";NA;NA;NA
"158";"EdasiantavadmaksudTULUD";NA;NA;NA;NA;NA;"3 861 091 000";NA;NA;NA
"159";NA;NA;"3";NA;NA;"Tegevustulud";"3 861 091 000";NA;NA;NA
"160";NA;NA;"30";NA;NA;"Maksud ja sotsiaalkindlustusmaksed";"3 811 805 000";NA;NA;NA
"161";NA;"50";"30";NA;NA;"Tulumaks";"878 000 000";NA;NA;NA
"162";NA;"51";"30";NA;NA;"Sotsiaalmaks ja sotsiaalkindlustusmaksed";"2 505 000 000";NA;NA;NA
"163";NA;"52";"30";NA;NA;"Töötuskindlustusmakse";"158 000 000";NA;NA;NA
"164";NA;"53";"30";NA;NA;"Kogumispensionimakse";"145 000 000";NA;NA;NA
"165";NA;"54";"30";NA;NA;"Maamaks";"59 000 000";NA;NA;NA
"166";NA;"55";"30";NA;NA;"Aktsiisid";"15 405 000";NA;NA;NA
"167";NA;"56";"30";NA;NA;"Hasartmängumaks";"25 300 000";NA;NA;NA
"168";NA;"57";"30";NA;NA;"Tollimaks (75%)";"26 100 000";NA;NA;NA
"169";NA;NA;"38";NA;NA;"Muud tulud";"49 286 000";NA;NA;NA
"170";NA;"58";"388";NA;NA;"Keskkonnatasud";"49 286 000";NA;NA;NA
"171";NA;"KULUD";NA;NA;NA;NA;"-3 861 091 000";NA;NA;NA
"172";NA;NA;NA;NA;NA;"Tegevuskulud";"-3 861 091 000";NA;NA;NA
"173";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-3 861 091 000";NA;NA;NA
"174";NA;"50";"601";"SE000009";1;"Tulumaks - Kohalike omavalitsuste üksusele";"-878 000 000";NA;NA;NA
"175";NA;"51";"601";"SE000011";10;"Sotsiaalmaks - Registripidajale (kanded kogumispensioni fondi)";"-304 300 000";NA;NA;NA
"176";NA;"52";"601";"SE000013";10;"Töötuskindlustusmakse -Töötukassale";"-158 000 000";NA;NA;NA
"177";NA;"53";"601";"SE000011";10;"Kogumispensionimakse-Registripidajale(kandedkogumispensionifondi)";"-145 000 000";NA;NA;NA
"178";NA;"54";"601";"SE000009";1;"Maamaks - Kohalike omavalitsuste üksustele";"-59 000 000";NA;NA;NA
"179";NA;"55";"601";"SE000014";5;"Aktsiisid - Keskkonnainvesteeringute keskusele";"-250 000";NA;NA;NA
"180";NA;"56";"601";"SE000016";1;"Hasartmängumaks - Regionaalprojektide elluviimiseks (EASile)";"-3 213 100";NA;NA;NA
"181";NA;"57";"601";"SE000008";1;"Tollimaks - Euroopa Liidule";"-26 100 000";NA;NA;NA
"182";NA;"58";"601";"SE000009";5;"Keskkonnatasud - Kohaliku omavalitsuste üksusele";"-17 015 000";NA;NA;NA
"183";NA;"58";"601";"SE000014";5;"Keskkonnatasud - Keskkonnainvesteeringute keskusele";"-32 271 000";NA;NA;NA
"184";NA;"51";"601";"TP016001";7;"Sotsiaalmaks - Haigekassale (Sotsiaalmaksu ravikindlustuse osa)";"-997 176 431";NA;NA;NA
"185";NA;"51";"601";"TP016001";10;"Sotsiaalmaks -  Riikliku pensionikindlustuse vahendid";"-1 203 523 569";NA;NA;NA
"186";NA;"55";"601";"TP011001";8;"Aktsiisid - Kultuuriministeeriumile";"-15 155 000";NA;NA;NA
"187";NA;"56";"601";"TP011001";8;"Hasartmängumaks - Kultuuriministeeriumile";"-11 638 000";NA;NA;NA
"188";NA;"56";"601";"TP007001";8;"Hasartmängumaks - Haridus- ja Teadusministeeriumile";"-3 008 980";NA;NA;NA
"189";NA;"56";"601";"TP011001";8;"Hasartmängumaks - Kultuuriministeeriumile";"-3 453 703";NA;NA;NA
"190";NA;"56";"601";"TP016001";10;"Hasartmängumaks - Sotsiaalministeeriumile";"-2 999 517";NA;NA;NA
"191";NA;"56";"601";"TP016001";10;"Hasartmängumaks - Sotsiaalministeeriumile (Eesti Punane Rist)";"-986 700";NA;NA;NA
"192";"Fin.tehingudFINANTSEERIMISTEHINGUD";NA;NA;NA;NA;NA;"121 091 193";NA;NA;NA
"193";NA;"10";"101";NA;NA;"Finantsvarade suurenemine";"-100 966 000";NA;NA;NA
"194";NA;"10";"102";NA;NA;"Finantsvarade vähenemine";"239 942 903";NA;NA;NA
"195";NA;"10";"206";NA;NA;"Kohustuste vähenemine";"-17 368 421";NA;NA;NA
"196";NA;"20";"206";NA;NA;"Kapitalirent";"-158 661";NA;NA;NA
"197";NA;"20";"206";"SE000028";NA;"Vahendid Riigi Kinnisvara ASile";"-358 628";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1";NA;"Jagu 10. SISEMINISTEERIUMI valitsemisala";NA;NA;NA;NA;NA;NA;NA;NA
"2";NA;"TULUD KOKKU";NA;NA;NA;NA;"61 778 307";NA;NA;NA
"3";NA;NA;"3";NA;NA;"Tegevustulud";"61 353 009";NA;NA;NA
"4";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"10 871 483";NA;NA;NA
"5";NA;NA;"320";NA;NA;"Riigilõivud";"8 993 525";NA;NA;NA
"6";NA;NA;"322";NA;NA;"Tulu majandustegevusest";"1 816 958";NA;NA;NA
"7";NA;NA;"323";NA;NA;"Muu kaupade ja teenuste müük";"61 000";NA;NA;NA
"8";NA;NA;"35";NA;NA;"Saadud toetused";"36 860 126";NA;NA;NA
"9";NA;NA;"358";NA;NA;"Saadud kodumaised toetused";"6 912 476";NA;NA;NA
"10";NA;NA;"359";NA;NA;"Saadud välistoetused";"29 947 650";NA;NA;NA
"11";NA;NA;"38";NA;NA;"Muud tulud";"13 621 400";NA;NA;NA
"12";NA;NA;"381";NA;NA;"Tulud varude ja põhivara müügist";"10 500";NA;NA;NA
"13";NA;NA;"383";NA;NA;"Trahvid ja muud varalised karistused";"13 200 300";NA;NA;NA
"14";NA;NA;"388";NA;NA;"Muud eespool nimetamata tulud";"410 600";NA;NA;NA
"15";NA;NA;"655";NA;NA;"Finantstulud";"60 000";NA;NA;NA
"16";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"365 298";NA;NA;NA
"17";NA;"Konsolideerimisgrupi tulud";NA;NA;NA;NA;"22 619 669";NA;NA;NA
"18";NA;NA;NA;NA;NA;"KULUD JA INVESTEERINGUD KOKKU";"-374 361 292";NA;NA;NA
"19";NA;NA;NA;NA;1;"Üldised valitsussektori teenused";"-5 888 197";NA;NA;NA
"20";NA;NA;NA;NA;2;"Riigikaitse";"-262 467";NA;NA;NA
"21";NA;NA;NA;NA;3;"Avalik kord ja julgeolek";"-313 790 183";NA;NA;NA
"22";NA;NA;NA;NA;5;"Keskkonnakaitse";"-17 560 815";NA;NA;NA
"23";NA;NA;NA;NA;7;"Tervishoid";"-240 000";NA;NA;NA
"24";NA;NA;NA;NA;8;"Vabaaeg, kultuur ja religioon";"-6 280 662";NA;NA;NA
"25";NA;NA;NA;NA;9;"Haridus";"-10 516 282";NA;NA;NA
"26";NA;NA;NA;NA;10;"Sotsiaalne kaitse";"-19 822 686";NA;NA;NA
"27";NA;"KULUD KOKKU";NA;NA;NA;NA;"-346 553 962";NA;NA;NA
"28";NA;NA;NA;NA;NA;"Tegevuskulud";"-329 749 908";NA;NA;NA
"29";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-45 142 724";NA;NA;NA
"30";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-257 133 045";NA;NA;NA
"31";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-27 091 139";NA;NA;NA
"32";NA;NA;NA;NA;NA;"Määratlemata majandusliku sisuga tegevuskulud";"-383 000";NA;NA;NA
"33";NA;NA;"650";NA;NA;"Finantskulud";"-529 736";NA;NA;NA
"34";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-16 274 318";NA;NA;NA
"35";NA;"Konsolideerimisgrupi kulud";NA;NA;NA;NA;"-16 274 318";NA;NA;NA
"36";NA;"INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-27 807 330";NA;NA;NA
"37";NA;"FINANTSEERIMISTEHINGUD KOKKU";NA;NA;NA;NA;"-1 806 327";NA;NA;NA
"38";NA;"Välistoetuste riiklik kaasfinantseering";NA;NA;NA;NA;"-6 912 476";NA;NA;NA
"39";"PiirmääradjaarvestuslikudvahendidTULUD";NA;NA;NA;NA;NA;"22 735 925";NA;NA;NA
"40";NA;NA;"3";NA;NA;"Tegevustulud";"22 675 925";NA;NA;NA
"41";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"9 054 525";NA;NA;NA
"42";NA;"10";"320";NA;NA;"Riigilõivud";"8 993 525";NA;NA;NA
"43";NA;"10";"323";NA;NA;"Muu kaupade ja teenuste müük";"61 000";NA;NA;NA
"44";NA;NA;"38";NA;NA;"Muud tulud";"13 621 400";NA;NA;NA
"45";NA;"10";"381";NA;NA;"Tulud varude ja põhivara müügist";"10 500";NA;NA;NA
"46";NA;"10";"383";NA;NA;"Trahvid ja muud varalised karistused";"13 200 300";NA;NA;NA
"47";NA;"10";"388";NA;NA;"Muud eespool nimetamata tulud";"410 600";NA;NA;NA
"48";NA;"10";"655";NA;NA;"Finantstulud";"60 000";NA;NA;NA
"49";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-335 318 910";NA;NA;NA
"50";NA;"KULUD";NA;NA;NA;NA;"-307 757 035";NA;NA;NA
"51";NA;NA;NA;NA;NA;"Tegevuskulud";"-290 952 981";NA;NA;NA
"52";NA;"20";NA;"TK100003";3;"Turvalisemate kogukondade loomine";"-383 000";NA;NA;NA
"53";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-10 307 856";NA;NA;NA
"54";NA;"20";"41";NA;3;"Sotsiaaltoetused";"-10 594";NA;NA;NA
"55";NA;"20";"41";NA;9;"Sotsiaaltoetused";"-1 103 845";NA;NA;NA
"56";NA;"10";"45";"SE100002";3;"IT Agentuuri hüvitised";"-400 000";NA;NA;NA
"57";NA;"20";"45";NA;1;"Antud sihtotstarbelised toetused";"-1 828 867";NA;NA;NA
"58";NA;"20";"45";NA;3;"Antud sihtotstarbelised toetused";"-319 454";NA;NA;NA
"59";NA;"20";"45";NA;8;"Antud sihtotstarbelised toetused";"-705 372";NA;NA;NA
"60";NA;"20";"45";NA;9;"Antud sihtotstarbelised toetused";"-38 315";NA;NA;NA
"61";NA;"20";"45";"SE000004";1;"Toetus registripõhiseks rahvaloenduseks";"-55 000";NA;NA;NA
"62";NA;"20";"45";"SE000099";1;"Täiendav eraldis";"-146 500";NA;NA;NA
"63";NA;"20";"45";"SE000099";3;"Täiendav eraldis";"-60 000";NA;NA;NA
"64";NA;"20";"45";"SE100001";8;"Erakonnad";"-5 412 678";NA;NA;NA
"65";NA;"30";"45";"IN000099";1;"Täiendav eraldis";"-133 400";NA;NA;NA
"66";NA;"30";"45";"IN000099";3;"Täiendav eraldis";"-20 000";NA;NA;NA
"67";NA;"30";"45";"IN000099";8;"Täiendav eraldis";"-26 000";NA;NA;NA
"68";NA;"20";"45";"SE000003";3;"Liikmemaksud";"-47 031";NA;NA;NA
"69";NA;"20";"45";"SE000003";8;"Liikmemaksud";"-300";NA;NA;NA
"70";NA;"20";"45";"SE000003";9;"Liikmemaksud";"-500";NA;NA;NA
"71";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-253 433 453";NA;NA;NA
"72";NA;"10";"5";"SE000001";3;"Õppelaenude tagasimaksmisega seotud kulud";"-240 000";NA;NA;NA
"73";NA;"10";"5";"SE000031";3;"Ettemaksed kohtutäiturile";"-250 639";NA;NA;NA
"74";NA;"10";"5";"SE100003";10;"Hüvitis hukkumise või vigastuse korral";"-897 611";NA;NA;NA
"75";NA;"20";"5";"SE000004";1;"Registripõhine rahvaloendus";"-342 130";NA;NA;NA
"76";NA;"20";"5";NA;1;"70000562. Siseministeerium";"-770 752";NA;NA;NA
"77";NA;"20";"5";NA;3;"70000562. Siseministeerium";"-6 718 041";NA;NA;NA
"78";NA;"20";"5";NA;3;"70008747. Politsei- ja Piirivalveamet";"-139 095 981";NA;NA;NA
"79";NA;"20";"5";NA;5;"70008747. Politsei- ja Piirivalveamet";"-1 335 802";NA;NA;NA
"80";NA;"20";"5";NA;3;"70000585. Päästeamet";"-44 404 388";NA;NA;NA
"81";NA;"20";"5";NA;8;"70000585. Päästeamet";"-110 562";NA;NA;NA
"82";NA;"20";"5";NA;10;"70000585. Päästeamet";"-200 940";NA;NA;NA
"83";NA;"20";"5";NA;3;"70007446. Häirekeskus";"-4 958 642";NA;NA;NA
"84";NA;"20";"5";NA;10;"70007446. Häirekeskus";"-96 480";NA;NA;NA
"85";NA;"20";"5";NA;9;"70004465. Sisekaitseakadeemia";"-8 148 980";NA;NA;NA
"86";NA;"20";"5";NA;1;"70008440. Siseministeeriumi infotehnoloogia- ja arenduskeskus";"-1 000 000";NA;NA;NA
